ID,UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
6598,C-720,,11/29/2000 0:00:00,M,F,A-573,F,2001,Removed,,1/22/2003 0:00:00,6.75,,2.16,F-070,A-573
6599,B-403,,11/29/2000 0:00:00,M,F,F-328,HH,2001,Removed,,1/23/2003 0:00:00,9.91,,2.16,F-182,F-328
6600,C-260,,11/29/2000 0:00:00,M,BB,E-035,BB,2001,Removed,,1/28/2003 0:00:00,7.66,,2.16,B-961,E-035
6601,D-252,,11/29/2000 0:00:00,M,R,F-142,R,2001,Removed,,1/29/2003 0:00:00,12.75,,2.16,F-358,F-142
6602,H-292,,11/29/2000 0:00:00,M,F,B-942,rs,2001,Removed,,1/21/2003 0:00:00,7.75,,2.16,,
6603,H-241,,11/29/2000 0:00:00,M,R,D-188,du,2001,DEAD,11/30/2000 0:00:00,,3.75,0.00,,,
6604,H-287,,11/30/2000 0:00:00,M,R,B-493,R,2001,DEAD,,,4.83,,,,
6605,H-295,,11/30/2000 0:00:00,M,F,C-371,dm,2001,Dead,12/31/2001 0:00:00,,7.83,1.08,,,
6606,C-364,,12/1/2000 0:00:00,M,F,F-344,F,2001,Dead,7/11/2001 0:00:00,,8.91,0.58,,A-000,F-344
6607,H-301,,12/1/2000 0:00:00,M,DD,D-186,DD,2001,Removed,,2/8/2002 0:00:00,5.00,,1.16,,
6608,H-299,,12/1/2000 0:00:00,F,R,D-182,du,2001,DEAD,6/26/2001 0:00:00,,7.00,0.50,,,
6609,E-048,,12/2/2000 0:00:00,F,KK,F-109,KK,2001,Removed,,12/13/2018 0:00:00,13.91,,18.00,E-738,F-109
6610,C-344,,12/2/2000 0:00:00,F,F,A-517,F,2001,Removed,,1/28/2003 0:00:00,6.83,,2.08,C-229,A-517
6611,B-045,,12/2/2000 0:00:00,M,LL,D-260,F,2001,Dead,3/26/2002 0:00:00,,7.83,1.25,,B-511,D-260
6612,H-314,,12/2/2000 0:00:00,M,R,E-751,R,2001,Dead,12/31/2001 0:00:00,,17.75,1.00,,,
6613,B-007,,12/3/2000 0:00:00,M,S,E-995,S,2001,Dead,4/18/2012 0:00:00,,15.91,11.33,,E-716,E-995
6614,B-502,,12/3/2000 0:00:00,F,LL,D-994,F,2001,Removed,,1/22/2003 0:00:00,4.83,,2.08,B-900,D-994
6615,H-320,,12/3/2000 0:00:00,M,F,F-046,rs,2001,Removed,,1/21/2003 0:00:00,14.83,,2.08,,
6616,B-872,,12/4/2000 0:00:00,M,LL,A-138,F,2001,Removed,,1/22/2003 0:00:00,4.91,,2.08,F-372,A-138
6617,D-733,,12/4/2000 0:00:00,M,R,F-169,R,2001,Removed,,1/29/2003 0:00:00,12.91,,2.08,F-134,A-536
6618,B-424,,12/4/2000 0:00:00,M,F,D-164,HH,2001,Dead,4/1/2002 0:00:00,,6.66,1.33,,F-349,D-164
6619,H-279,,12/4/2000 0:00:00,F,LL,A-520,rs,2001,Removed,,1/21/2003 0:00:00,4.75,,2.08,,
6620,B-383,,12/5/2000 0:00:00,F,HH,F-132,HH,2001,Removed,,1/23/2003 0:00:00,12.91,,2.08,B-878,F-132
6621,B-791,,12/5/2000 0:00:00,M,F,D-163,F,2001,Dead,2/5/2002 0:00:00,,6.91,1.16,,C-247,D-163
6622,A-932,,12/5/2000 0:00:00,M,KK,C-292,KK,2001,Removed,,1/28/2003 0:00:00,4.83,,2.08,F-288,C-292
6623,D-982,,12/5/2000 0:00:00,M,R,F-227,R,2001,Removed,,2/4/2003 0:00:00,11.91,,2.16,B-390,
6624,C-382,,12/5/2000 0:00:00,F,BB,E-614,BB,2001,Removed,,1/23/2003 0:00:00,20.91,,2.08,B-961,E-614
6625,H-328,,12/5/2000 0:00:00,M,CC,F-140,dm,2001,DEAD,12/31/2001 0:00:00,,13.00,1.00,,,
6626,H-339,,12/5/2000 0:00:00,F,JJ,F-208,JJ,2001,Removed,,2/6/2002 0:00:00,11.91,,1.16,,
6627,H-347,,12/5/2000 0:00:00,M,F,F-269,rs,2001,Removed,,1/21/2003 0:00:00,10.66,,2.08,,
6628,H-322,,12/5/2000 0:00:00,F,R,F-069,dm,2001,DEAD,12/31/2001 0:00:00,,13.91,1.00,,,
6629,F-479,,12/6/2000 0:00:00,M,S,F-315,rs,2001,Removed,,1/29/2003 0:00:00,9.91,,2.08,,
6630,B-911,,12/6/2000 0:00:00,M,F,F-296,F,2001,Dead,3/14/2002 0:00:00,,9.91,1.25,,E-719,F-296
6631,C-697,,12/6/2000 0:00:00,F,F,E-014,F,2001,Removed,,1/22/2003 0:00:00,6.00,,2.08,D-970,E-014
6632,H-306,,12/6/2000 0:00:00,F,DD,D-620,DD,2001,Removed,,3/15/2002 0:00:00,6.83,,1.25,,
6633,C-678,,12/7/2000 0:00:00,F,F,B-818,F,2001,Dead,9/2/2014 0:00:00,,7.91,13.75,,B-053,B-818
6634,A-166,,12/7/2000 0:00:00,M,F,F-186,KK,2001,Removed,,1/22/2003 0:00:00,12.00,,2.08,A-040,F-186
6635,A-471,,12/7/2000 0:00:00,F,CC,B-778,CC,2001,Removed,,1/23/2003 0:00:00,8.00,,2.08,D-971,B-778
6636,H-365,,12/7/2000 0:00:00,F,DD,F-374,rs,2001,Removed,,2/8/2002 0:00:00,9.00,,1.16,,
6637,H-289,,12/7/2000 0:00:00,F,F,B-818,F,2001,Dead,6/7/2001 0:00:00,,7.91,0.50,,,
6638,H-340,,12/7/2000 0:00:00,M,F,F-210,rs,2001,Removed,,1/21/2003 0:00:00,11.75,,2.08,,
6639,H-355,,12/7/2000 0:00:00,M,GG,F-322,GG,2001,Removed,,,9.91,,,,
6640,B-975,,12/8/2000 0:00:00,F,F,B-818,F,2001,Removed,,1/22/2003 0:00:00,7.91,,2.08,F-137,C-817
6641,B-809,,12/8/2000 0:00:00,F,F,F-044,F,2001,Removed,,2/11/2003 0:00:00,14.83,,2.16,F-101,F-044
6642,A-127,,12/8/2000 0:00:00,M,F,F-019,F,2001,Removed,,1/22/2003 0:00:00,15.58,,2.08,D-703,F-019
6643,B-462,,12/8/2000 0:00:00,F,HH,F-285,HH,2001,Removed,,12/13/2016 0:00:00,9.91,,16.00,D-970,F-285
6644,A-989,,12/8/2000 0:00:00,F,KK,C-769,KK,2001,Dead,10/19/2017 0:00:00,,8.08,16.83,,F-312,C-769
6645,H-278,,12/8/2000 0:00:00,F,BB/CC,A-498,BB/CC,2001,Dead,12/28/2000 0:00:00,,5.91,0.00,,,
6646,A-453,,12/9/2000 0:00:00,M,BB,F-125,BB,2001,Removed,,1/28/2003 0:00:00,12.91,,2.08,B-471,F-125
6647,A-894,,12/9/2000 0:00:00,M,R,B-431,R,2001,Removed,,1/30/2003 0:00:00,7.91,,2.08,F-017,B-431
6648,E-024,,12/9/2000 0:00:00,F,R,C-833,R,2001,Dead,12/9/2004 0:00:00,,6.91,4.00,,F-332,C-833
6649,B-974,,12/9/2000 0:00:00,M,KK,A-133,KK,2001,Removed,,1/28/2003 0:00:00,8.75,,2.08,F-325,A-133
6650,D-631,,12/10/2000 0:00:00,M,EE,A-175,EE,2001,Dead,3/20/2002 0:00:00,,4.83,1.25,,B-372,A-175
6651,C-824,,12/10/2000 0:00:00,F,R,B-392,R,2001,Removed,,1/29/2003 0:00:00,6.91,,2.08,F-233,B-392
6652,B-954,,12/11/2000 0:00:00,F,CC,B-509,CC,2001,Removed,,1/23/2003 0:00:00,8.08,,2.08,C-372,B-509
6653,C-760,,12/11/2000 0:00:00,F,F,B-510,F,2001,In CS,,,7.83,,,D-639,B-510
6654,H-304,,12/11/2000 0:00:00,F,F,D-574,dm,2001,DEAD,12/3/2001 0:00:00,,7.91,1.00,,,
6655,H-331,,12/11/2000 0:00:00,M,II,F-158,II,2001,Removed,,,12.83,,,,
6656,H-346,,12/12/2000 0:00:00,M,R,F-265,dm,2001,DEAD,12/31/2001 0:00:00,,10.91,1.00,,,
6657,C-363,,12/13/2000 0:00:00,F,KK,B-472,KK,2001,Dead,7/13/2004 0:00:00,,6.00,3.58,,F-254,B-472
6658,H-341,,12/13/2000 0:00:00,F,R,F-215,dm,2001,DEAD,12/31/2001 0:00:00,,11.91,1.00,,,
6659,H-362,,12/13/2000 0:00:00,M,GG,F-360,GG,2001,Removed,,3/15/2002 0:00:00,9.00,,1.25,,
6660,H-272,,12/13/2000 0:00:00,M,II,A-076,II,2001,Removed,,,8.75,,,,
6661,E-003,,12/14/2000 0:00:00,M,R,F-278,F,2001,Removed,,10/20/2016 0:00:00,11.00,,15.83,D-240,F-278
6662,D-231,,12/14/2000 0:00:00,M,R,E-099,R,2001,Removed,,1/24/2003 0:00:00,7.91,,2.08,F-336,E-099
6663,C-739,,12/14/2000 0:00:00,F,F,C-750,F,2001,Removed,,2/11/2003 0:00:00,5.66,,2.16,F-372,C-750
6664,A-070,,12/14/2000 0:00:00,F,F,F-339,F,2001,Removed,,1/28/2003 0:00:00,9.00,,2.08,D-638,F-339
6665,A-604,,12/14/2000 0:00:00,F,R,B-435,R,2001,Removed,,1/24/2003 0:00:00,4.91,,2.08,F-032,B-435
6666,H-342,,12/14/2000 0:00:00,F,V,F-229,du,2001,DEAD,2/20/2002 0:00:00,,11.83,1.16,,,
6667,H-293,,12/15/2000 0:00:00,M,GG,C-248,GG,2001,Removed,,3/15/2002 0:00:00,7.91,,1.25,,
6668,H-349,,12/15/2000 0:00:00,M,KK,F-283,dm,2001,DEAD,12/31/2001 0:00:00,,9.83,1.00,,,
6669,C-696,,12/16/2000 0:00:00,M,BB,F-301,BB,2001,Removed,,2/4/2003 0:00:00,10.00,,2.16,A-976,F-301
6670,H-344,,12/16/2000 0:00:00,F,S,F-251,dm,2001,DEAD,12/31/2001 0:00:00,,10.75,1.00,,,
6671,E-177,,12/17/2000 0:00:00,M,F,D-973,F,2001,Removed,,1/22/2003 0:00:00,5.91,,2.08,F-182,D-973
6672,D-651,,12/17/2000 0:00:00,M,R,C-311,R,2001,Removed,,2/4/2003 0:00:00,8.00,,2.16,F-108,C-311
6673,B-359,,12/17/2000 0:00:00,M,F,C-748,F,2001,Removed,,1/22/2003 0:00:00,7.66,,2.08,C-247,C-748
6674,C-759,,12/17/2000 0:00:00,F,CC,C-232,CC,2001,Removed,,2/4/2003 0:00:00,5.00,,2.16,C-687,C-232
6675,C-383,,12/17/2000 0:00:00,F,F,C-337,F,2001,Removed,,3/5/2003 0:00:00,4.00,,2.25,F-049,C-337
6676,C-281,,12/17/2000 0:00:00,F,F,C-684,F,2001,In CS,,,7.91,,,E-681,C-684
6677,H-359,,12/17/2000 0:00:00,M,JJ,F-352,JJ,2001,Dead,12/31/2000 0:00:00,,8.91,0.00,,,
6678,H-318,,12/17/2000 0:00:00,F,J,F-027,du,2001,DEAD,10/11/2001 0:00:00,,14.91,0.83,,,
6679,H-310,,12/17/2000 0:00:00,F,S,E-682,dm,2001,DEAD,12/31/2001 0:00:00,,18.83,1.00,,,
6680,H-337,,12/17/2000 0:00:00,M,F,F-187,rs,2001,Removed,,1/21/2003 0:00:00,11.83,,2.08,,
6681,H-298,,12/17/2000 0:00:00,M,F,D-124,rs,2001,Removed,,1/31/2002 0:00:00,4.91,,1.08,,
6682,H-336,,12/17/2000 0:00:00,M,F,F-181,rs,2001,Removed,,3/6/2002 0:00:00,11.75,,1.25,,
6683,E-071,,12/18/2000 0:00:00,M,V,A-496,HH,2001,Removed,,10/21/2016 0:00:00,7.91,,15.83,F-272,A-496
6684,B-792,,12/18/2000 0:00:00,M,V,F-022,V,2001,Removed,,1/23/2003 0:00:00,15.75,,2.08,B-323,F-022
6685,A-585,,12/18/2000 0:00:00,M,F,A-020,F,2001,Removed,,1/22/2003 0:00:00,7.50,,2.08,B-511,A-020
6686,C-301,,12/18/2000 0:00:00,F,BB,F-356,BB,2001,Removed,,2/2/2003 0:00:00,9.00,,2.16,D-971,F-356
6687,H-332,,12/18/2000 0:00:00,M,F,F-162,L,2001,Removed,,1/30/2002 0:00:00,12.83,,1.08,,
6688,H-283,,12/18/2000 0:00:00,F,LL,B-052,F,2001,Dead,12/31/2001 0:00:00,,7.91,1.00,,,
6689,C-845,,12/19/2000 0:00:00,F,F,E-164,F,2001,Removed,,1/30/2003 0:00:00,8.00,,2.08,F-340,E-164
6690,D-175,,12/19/2000 0:00:00,F,BB,D-721,BB,2001,Removed,,2/6/2003 0:00:00,8.08,,2.16,E-744,D-721
6691,A-014,,12/20/2000 0:00:00,F,F,C-713,F,2001,Removed,,1/22/2003 0:00:00,4.00,,2.08,A-881,C-713
6692,H-271,,12/20/2000 0:00:00,F,F,A-005,rs,2001,Removed,,1/29/2002 0:00:00,4.83,,1.08,,
6693,H-307,,12/20/2000 0:00:00,F,R,D-990,dm,2001,DEAD,12/31/2001 0:00:00,,8.00,1.00,,,
6694,H-321,,12/21/2000 0:00:00,F,R,F-066,R,2001,Dead,2/7/2001 0:00:00,,13.83,0.16,,,
6695,A-565,,12/22/2000 0:00:00,M,R,D-222,R,2001,Removed,,12/22/2005 0:00:00,6.00,,5.00,F-336,D-222
6696,A-913,,12/22/2000 0:00:00,M,R,B-346,R,2001,Dead,3/16/2010 0:00:00,,8.91,9.25,,F-233,B-346
6697,E-156,,12/23/2000 0:00:00,M,HH,D-262,BB,2001,Removed,,2/4/2004 0:00:00,7.00,,3.16,A-040,D-262
6698,H-327,,12/24/2000 0:00:00,M,R,F-126,du,2001,DEAD,11/8/2001 0:00:00,,12.91,0.91,,,
6699,C-677,,12/25/2000 0:00:00,M,BB,B-450,BB,2001,Removed,,1/28/2003 0:00:00,8.00,,2.08,D-285,B-450
6700,B-830,,12/25/2000 0:00:00,F,F,F-270,F,2001,Removed,,3/10/2010 0:00:00,10.91,,9.25,E-767,F-270
6701,C-738,,12/25/2000 0:00:00,M,CC,F-252,CC,2001,Removed,,1/23/2003 0:00:00,10.83,,2.08,B-961,F-252
6702,C-402,,12/25/2000 0:00:00,M,BB,B-470,BB,2001,Removed,,1/23/2003 0:00:00,7.91,,2.08,F-266,B-470
6703,H-338,,12/25/2000 0:00:00,F,R,F-207,dm,2001,DEAD,12/31/2001 0:00:00,,11.83,1.00,,,
6704,H-350,,12/25/2000 0:00:00,F,II,F-287,II,2001,Removed,,,9.83,,,,
6705,H-313,,12/25/2000 0:00:00,M,DD,E-746,DD,2001,Removed,,3/15/2002 0:00:00,17.91,,1.25,,
6706,C-804,,12/26/2000 0:00:00,F,BB,E-080,BB,2001,Removed,,1/28/2003 0:00:00,6.91,,2.08,C-685,E-080
6707,B-335,,12/26/2000 0:00:00,M,F,F-377,F,2001,Removed,,1/22/2003 0:00:00,9.00,,2.08,C-352,F-377
6708,B-404,,12/26/2000 0:00:00,M,V,F-099,V,2001,Removed,,1/23/2003 0:00:00,13.91,,2.08,F-335,F-099
6709,B-425,,12/26/2000 0:00:00,M,F,D-286,F,2001,Dead,9/28/2012 0:00:00,,6.83,11.75,,C-247,D-286
6710,D-174,,12/26/2000 0:00:00,M,R,E-754,F,2001,Dead,8/8/2007 0:00:00,,16.58,6.66,,,E-754
6711,A-509,,12/26/2000 0:00:00,M,F,A-591,F,2001,Removed,,1/22/2003 0:00:00,8.66,,2.08,F-292,A-591
6712,H-276,,12/26/2000 0:00:00,M,R,A-482,R,2001,DEAD,5/29/2001 0:00:00,,3.91,0.41,,,
6713,H-360,,12/26/2000 0:00:00,M,R,F-353,dm,2001,DEAD,12/31/2001 0:00:00,,8.91,1.00,,,
6714,D-133,,12/27/2000 0:00:00,M,R,E-079,R,2001,Missing,,,7.91,,,F-108,E-079
6715,B-892,,12/27/2000 0:00:00,F,F,C-350,F,2001,Removed,,2/27/2003 0:00:00,7.83,,2.16,E-692,C-350
6716,H-309,,12/27/2000 0:00:00,M,R,E-079,dm,2001,DEAD,12/31/2001 0:00:00,,7.91,1.00,,,
6717,D-273,,12/28/2000 0:00:00,F,F,D-722,F,2001,Removed,,1/28/2003 0:00:00,7.08,,2.08,F-182,D-722
6718,B-483,,12/28/2000 0:00:00,F,R,F-052,R,2001,In CS,,,14.91,,,F-032,F-052
6719,H-317,,12/29/2000 0:00:00,U,F,F-020,F,2001,Dead,1/17/2001 0:00:00,,15.83,0.08,,,
6720,B-482,,12/30/2000 0:00:00,M,F,F-119,F,2001,Removed,,1/22/2003 0:00:00,13.91,,2.08,F-055,F-119
6721,B-443,,12/31/2000 0:00:00,F,HH,F-297,HH,2001,Dead,5/1/2012 0:00:00,,10.08,11.41,,F-182,F-297
6722,H-273,,12/31/2000 0:00:00,M,F,A-079,rs,2001,Removed,,2/22/2002 0:00:00,5.91,,1.16,,
6723,H-351,,12/31/2000 0:00:00,F,EE,F-290,EE,2001,Removed,,,10.00,,,,
6724,A-529,,1/1/2001 0:00:00,M,F,F-305,F,2001,Removed,,1/22/2003 0:00:00,,,2.00,B-511,F-305
6725,C-424,,1/1/2001 0:00:00,F,F,D-684,F,2001,Removed,,1/22/2003 0:00:00,6.00,,2.00,A-479,D-684
6726,D-608,,1/1/2001 0:00:00,M,R,F-303,R,2001,Dead,4/4/2002 0:00:00,,,1.25,,A-571,F-303
6727,B-933,,1/1/2001 0:00:00,M,F,F-364,F,2001,Removed,,1/22/2003 0:00:00,,,2.00,C-247,F-364
6728,J-770,,1/1/2001 0:00:00,F,H,F-235,du,2001,DEAD,1/23/2001 0:00:00,,10.91,0.00,,,
6729,H-353,,1/1/2001 0:00:00,M,R,F-303,dm,2001,DEAD,12/31/2001 0:00:00,,10.00,0.91,,,
6730,H-343,,1/1/2001 0:00:00,F,H,F-235,du,2001,DEAD,1/7/2001 0:00:00,,10.91,0.00,,,
6731,A-089,,1/2/2001 0:00:00,F,F,F-198,F,2001,Removed,,2/27/2003 0:00:00,11.75,,2.08,C-352,F-198
6732,B-358,,1/2/2001 0:00:00,M,F,F-048,F,2001,Removed,,1/22/2003 0:00:00,15.00,,2.00,D-703,F-048
6733,A-108,,1/2/2001 0:00:00,F,F,E-677,F,2001,Removed,,2/27/2003 0:00:00,19.58,,2.08,F-284,E-677
6734,H-357,,1/2/2001 0:00:00,M,F,F-338,rs,2001,Removed,,1/21/2003 0:00:00,9.08,,2.00,,
6735,H-352,,1/2/2001 0:00:00,M,R,F-302,du,2001,DEAD,7/10/2001 0:00:00,,9.91,0.50,,,
6736,H-302,,1/5/2001 0:00:00,F,H,D-225,du,2001,DEAD,2/21/2001 0:00:00,,4.08,0.08,,,
6737,H-325,,1/5/2001 0:00:00,F,DD,F-114,DD,2001,Removed,,2/8/2002 0:00:00,14.08,,1.08,,
6738,D-712,,1/6/2001 0:00:00,F,R,A-536,R,2001,Removed,,1/29/2003 0:00:00,6.91,,2.00,F-349,F-169
6739,D-194,,1/6/2001 0:00:00,M,S,F-249,S,2001,Dead,3/11/2002 0:00:00,,10.91,1.16,,F-244,F-249
6740,D-547,,1/7/2001 0:00:00,F,R,A-064,R,2001,Removed,,1/29/2003 0:00:00,4.08,,2.00,F-358,A-064
6741,H-361,,1/7/2001 0:00:00,F,DD,F-359,DD,2001,Removed,,2/8/2002 0:00:00,8.83,,1.08,,
6742,B-444,,1/9/2001 0:00:00,F,HH,D-555,HH,2001,Removed,,2/5/2003 0:00:00,6.91,,2.08,D-285,D-555
6743,A-147,,1/9/2001 0:00:00,M,F,F-343,F,2001,Removed,,1/22/2003 0:00:00,9.08,,2.00,A-881,F-343
6744,H-363,,1/9/2001 0:00:00,M,GG,K-914,GG,2001,Removed,,3/15/2002 0:00:00,9.00,,1.16,,
6745,H-358,,1/9/2001 0:00:00,U,F,F-341,F,2001,DEAD,1/15/2001 0:00:00,,9.00,0.00,,,
6746,B-463,,1/11/2001 0:00:00,M,F,F-234,F,2001,Removed,,1/28/2003 0:00:00,10.91,,2.00,D-285,F-234
6747,B-852,,1/16/2001 0:00:00,M,F,E-763,F,2001,In CS,,,16.91,,,F-055,E-763
6748,E-134,,1/17/2001 0:00:00,F,HH,E-743,HH,2001,Dead,1/20/2004 0:00:00,,17.91,3.00,,F-143,E-743
6749,F-398,,1/17/2001 0:00:00,M,F,C-410,rs,2001,Removed,,2/6/2003 0:00:00,8.16,,2.08,,
6750,C-343,,1/17/2001 0:00:00,F,BB,A-459,BB,2001,Removed,,2/12/2003 0:00:00,7.00,,2.08,D-971,A-459
6751,B-871,,1/17/2001 0:00:00,M,BB,B-348,BB,2001,Removed,,1/23/2003 0:00:00,5.83,,2.00,B-471,B-348
6752,B-891,,1/17/2001 0:00:00,M,BB,F-086,BB,2001,Removed,,1/29/2003 0:00:00,13.91,,2.00,A-976,F-086
6753,C-240,,1/17/2001 0:00:00,F,CC,D-576,CC,2001,Removed,,1/23/2003 0:00:00,7.00,,2.00,F-248,D-576
6754,B-910,,1/17/2001 0:00:00,F,BB,F-293,BB,2001,Removed,,1/28/2003 0:00:00,10.08,,2.00,E-692,F-293
6755,C-864,,1/17/2001 0:00:00,F,BB,E-658,BB,2001,Removed,,2/20/2003 0:00:00,19.91,,2.08,D-285,E-658
6756,B-831,,1/17/2001 0:00:00,F,F,F-175,F,2001,Dead,7/11/2001 0:00:00,,12.00,0.50,,F-218,F-175
6757,H-316,,1/17/2001 0:00:00,M,HH,E-992,dm,2001,DEAD,12/31/2001 0:00:00,,15.91,0.91,,,
6758,H-285,,1/17/2001 0:00:00,U,R,B-370,du,2001,DEAD,6/7/2001 0:00:00,,8.00,0.41,,,
6759,C-863,,1/18/2001 0:00:00,F,R,E-666,R,2001,In CS,,,19.75,,,F-129,E-666
6760,A-624,,1/19/2001 0:00:00,M,R,F-331,R,2001,Dead,3/1/2002 0:00:00,,10.00,1.16,,F-332,F-331
6761,B-065,,1/21/2001 0:00:00,M,F,A-959,F,2001,Removed,,2/11/2003 0:00:00,8.00,,2.08,F-055,A-959
6762,A-052,,1/21/2001 0:00:00,M,F,F-038,F,2001,Removed,,1/22/2003 0:00:00,14.75,,2.00,F-284,F-038
6763,H-354,,1/21/2001 0:00:00,M,LL,F-305,rs,2001,Removed,,1/21/2003 0:00:00,10.16,,2.00,,
6764,H-330,,1/21/2001 0:00:00,M,LL,F-148,rs,2001,Removed,,1/29/2002 0:00:00,13.00,,1.00,,
6765,H-323,,1/21/2001 0:00:00,F,DD,F-093,DD,2001,Removed,,3/15/2002 0:00:00,14.00,,1.16,,
6766,H-305,,1/21/2001 0:00:00,M,GG,D-598,GG,2001,Removed,,3/15/2002 0:00:00,7.16,,1.16,,
6767,H-274,,1/22/2001 0:00:00,F,II,A-095,II,2001,Removed,,,8.83,,,,
6768,C-719,,1/24/2001 0:00:00,F,KK,F-351,KK,2001,Dead,2/16/2011 0:00:00,,8.91,10.08,,B-961,F-351
6769,H-335,,1/24/2001 0:00:00,M,F,F-177,rs,2001,Removed,,1/21/2003 0:00:00,11.91,,2.00,,
6770,H-311,,1/25/2001 0:00:00,M,BB,E-693,dm,2001,DEAD,12/31/2001 0:00:00,,19.00,0.91,,,
6771,H-324,,1/28/2001 0:00:00,M,V,F-102,du,2001,DEAD,2/1/2002 0:00:00,,14.00,1.08,,,
6772,H-286,,1/29/2001 0:00:00,F,GG,B-414,GG,2001,Removed,,,6.00,,,,
6773,H-329,,1/29/2001 0:00:00,M,DD,F-145,DD,2001,Removed,,3/15/2002 0:00:00,12.83,,1.16,,
6774,B-523,,2/4/2001 0:00:00,M,S,B-326,S,2001,Removed,,2/4/2003 0:00:00,5.16,,2.00,D-240,B-326
6775,H-282,,2/4/2001 0:00:00,M,R,B-031,dm,2001,DEAD,12/31/2001 0:00:00,,8.83,0.83,,,
6776,H-356,,2/4/2001 0:00:00,M,F,F-329,F,2001,Dead,12/31/2001 0:00:00,,10.16,0.83,,,
6777,H-303,,2/4/2001 0:00:00,F,II,D-534,II,2001,Removed,,1/24/2002 0:00:00,8.00,,0.91,,
6778,H-284,,2/9/2001 0:00:00,M,F,B-325,F,2001,Stillbirth,2/9/2001 0:00:00,,6.08,0.00,,,
6779,A-184,,2/11/2001 0:00:00,M,F,F-039,F,2001,Removed,,2/6/2003 0:00:00,15.08,,2.00,F-101,F-039
6780,H-290,,2/12/2001 0:00:00,U,K,B-883,du,2001,DEAD,3/13/2001 0:00:00,,5.00,0.08,,,
6781,C-844,,2/13/2001 0:00:00,M,S,F-123,S,2001,Removed,,1/29/2003 0:00:00,13.16,,1.91,D-240,F-123
6782,D-212,,2/13/2001 0:00:00,M,S,F-202,S,2001,Dead,2/20/2002 0:00:00,,12.08,1.00,,F-244,F-202
6783,C-803,,2/18/2001 0:00:00,F,CC,F-065,CC,2001,Removed,,1/28/2003 0:00:00,14.00,,1.91,E-744,F-065
6784,C-825,,2/18/2001 0:00:00,M,BB,F-073,BB,2001,Removed,,1/23/2003 0:00:00,14.08,,1.91,E-692,F-073
6785,C-280,,2/22/2001 0:00:00,M,BB,F-138,BB,2001,Dead,2/27/2002 0:00:00,,13.00,1.00,,E-744,F-138
6786,E-092,,3/5/2001 0:00:00,F,F,F-117,KK,2001,Removed,,1/22/2003 0:00:00,14.08,,1.83,B-511,F-117
6787,C-783,,3/6/2001 0:00:00,M,HH,F-214,HH,2001,Missing,,,12.16,,,,F-214
6788,H-277,,3/6/2001 0:00:00,M,II,A-497,II,2001,Removed,,,7.25,,,,
6789,H-345,,3/14/2001 0:00:00,F,F,F-260,rs,2001,Removed,,1/21/2003 0:00:00,11.16,,1.83,,
6790,A-033,,3/20/2001 0:00:00,F,F,A-901,HH,2001,Dead,2/12/2009 0:00:00,,7.16,7.91,,D-285,A-901
6791,B-025,,3/20/2001 0:00:00,F,S,B-817,S,2001,Removed,,1/30/2003 0:00:00,8.25,,1.83,F-035,B-817
6792,C-403,,3/20/2001 0:00:00,M,V,A-502,R,2001,Dead,8/13/2009 0:00:00,,4.16,8.41,,F-006,A-502
6793,B-932,,3/20/2001 0:00:00,F,CC,F-361,CC,2001,Removed,,1/31/2003 0:00:00,9.16,,1.83,A-518,F-361
6794,D-154,,3/20/2001 0:00:00,M,KK,F-261,KK,2001,Removed,,1/30/2003 0:00:00,11.16,,1.83,F-349,F-261
6795,C-241,,3/20/2001 0:00:00,M,F,C-354,HH,2001,Removed,,10/20/2016 0:00:00,5.08,,15.58,E-988,C-354
6796,H-308,,3/20/2001 0:00:00,U,F,D-995,F,2001,DEAD,,,4.16,,,,
6797,H-364,,3/20/2001 0:00:00,M,F,F-364,rs,2001,Removed,,1/21/2003 0:00:00,9.16,,1.83,,
6798,H-348,,3/20/2001 0:00:00,M,H,F-281,du,2001,DEAD,5/9/2001 0:00:00,,11.16,0.16,,,
6799,H-280,,3/20/2001 0:00:00,F,F,A-885,rs,2001,Removed,,1/21/2003 0:00:00,5.08,,1.83,,
6800,B-955,,5/7/2001 0:00:00,M,F,D-661,F,2001,Removed,,1/22/2003 0:00:00,7.08,,1.66,E-690,D-661
6801,H-388,,9/18/2001 0:00:00,M,R,B-514,R,2002,Dead,9/18/2001 0:00:00,,5.66,0.00,,,
6802,H-419,,10/8/2001 0:00:00,U,F,E-014,F,2002,Dead,10/8/2001 0:00:00,,6.83,0.00,,,
6803,H-409,,10/11/2001 0:00:00,M,DD,D-264,DD,2002,Dead,10/14/2001 0:00:00,,5.66,0.00,,,
6804,H-380,,10/19/2001 0:00:00,F,E,A-884,rs,2002,Removed,,2/22/2002 0:00:00,6.66,,0.33,,
6805,H-482,,10/19/2001 0:00:00,F,D,F-366,rs,2002,Removed,,2/27/2002 0:00:00,9.75,,0.33,,
6806,H-382,,10/22/2001 0:00:00,U,BB,B-038,BB,2002,Dead,10/22/2001 0:00:00,,4.75,0.00,,,
