UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
D-587,,2000/11/15,M,R,F-271,R,2001,Removed,,2003/01/29,10.75,,2.16,B-390,F-271
H-288,,2000/11/15,F,GG,B-494,GG,2001,Removed,,2002/03/15,4.91,,1.33,,
D-672,,2000/11/16,M,R,F-040,R,2001,Removed,,2003/01/29,14.66,,2.16,F-129,F-040
D-694,,2000/11/18,M,R,F-014,R,2001,Dead,2001/07/11,,15.58,0.66,,F-070,F-014
H-296,,2000/11/18,F,F,D-101,rs,2001,Removed,,2003/01/21,6.75,,2.16,,
B-503,,2000/11/20,F,R,F-080,R,2001,Removed,,2010/02/03,13.75,,9.25,F-017,F-080
H-315,,2000/11/20,F,F,E-761,rs,2001,Removed,,2003/01/21,16.75,,2.16,,
H-239,,2000/11/20,F,F,B-843,dm,2001,DEAD,2001/12/31,,4.83,1.08,,,
B-384,,2000/11/21,F,HH,F-098,HH,2001,Removed,,2003/02/07,13.83,,2.25,E-744,F-098
H-333,,2000/11/21,F,F,F-163,rs,2001,Removed,,2003/01/21,12.75,,2.16,,
H-312,,2000/11/21,U,LL,E-718,LL,2001,Stillbirth,2000/11/21,,18.66,0.00,,,
H-334,,2000/11/23,F,F,F-164,rs,2001,Removed,,2003/01/21,12.91,,2.16,,
E-112,,2000/11/24,F,EE,F-286,EE,2001,Removed,,2003/01/30,9.91,,2.16,A-040,F-286
C-423,,2000/11/24,M,BB,F-011,BB,2001,Removed,,2003/01/24,15.75,,2.16,B-878,F-011
H-281,,2000/11/24,F,JJ,A-978,JJ,2001,Dead,2000/12/06,,5.83,0.08,,,
D-134,,2000/11/26,F,EE,F-232,EE,2001,Removed,,2003/01/29,11.91,,2.16,F-292,F-232
C-324,,2000/11/26,F,F,F-276,F,2001,Removed,,2003/01/30,10.75,,2.16,F-284,F-276
D-297,,2000/11/26,M,S,F-379,V,2001,Dead,2006/02/24,,8.75,5.25,,B-032,F-379
H-300,,2000/11/26,F,LL,D-183,dm,2001,DEAD,2001/12/31,,6.58,1.08,,,
H-294,,2000/11/26,F,HH,C-330,dm,2001,DEAD,2001/12/31,,7.83,1.08,,,
B-522,,2000/11/27,M,LL,F-307,LL,2001,Removed,,2003/01/22,9.83,,2.16,A-040,F-307
A-952,,2000/11/27,F,CC,D-575,CC,2001,Removed,,2003/01/23,6.83,,2.16,D-971,D-575
B-810,,2000/11/27,F,BB,F-064,BB,2001,Removed,,2003/02/19,13.91,,2.25,C-687,F-064
A-489,,2000/11/27,M,F,B-902,F,2001,Removed,,2003/01/28,4.66,,2.16,F-372,B-902
H-297,,2000/11/27,M,GG,D-107,GG,2001,Removed,,2002/03/15,3.91,,1.33,,
H-291,,2000/11/27,F,DD,B-919,DD,2001,Removed,,,7.83,,,,
C-261,,2000/11/28,F,F,F-333,F,2001,Removed,,2003/01/22,8.66,,2.16,F-182,F-333
C-720,,2000/11/29,M,F,A-573,F,2001,Removed,,2003/01/22,6.75,,2.16,F-070,A-573
B-403,,2000/11/29,M,F,F-328,HH,2001,Removed,,2003/01/23,9.91,,2.16,F-182,F-328
C-260,,2000/11/29,M,BB,E-035,BB,2001,Removed,,2003/01/28,7.66,,2.16,B-961,E-035
D-252,,2000/11/29,M,R,F-142,R,2001,Removed,,2003/01/29,12.75,,2.16,F-358,F-142
H-292,,2000/11/29,M,F,B-942,rs,2001,Removed,,2003/01/21,7.75,,2.16,,
H-241,,2000/11/29,M,R,D-188,du,2001,DEAD,2000/11/30,,3.75,0.00,,,
H-287,,2000/11/30,M,R,B-493,R,2001,DEAD,,,4.83,,,,
H-295,,2000/11/30,M,F,C-371,dm,2001,Dead,2001/12/31,,7.83,1.08,,,
C-364,,2000/12/01,M,F,F-344,F,2001,Dead,2001/07/11,,8.91,0.58,,A-000,F-344
H-301,,2000/12/01,M,DD,D-186,DD,2001,Removed,,2002/02/08,5.00,,1.16,,
H-299,,2000/12/01,F,R,D-182,du,2001,DEAD,2001/06/26,,7.00,0.50,,,
E-048,,2000/12/02,F,KK,F-109,KK,2001,Removed,,2018/12/13,13.91,,18.00,E-738,F-109
C-344,,2000/12/02,F,F,A-517,F,2001,Removed,,2003/01/28,6.83,,2.08,C-229,A-517
B-045,,2000/12/02,M,LL,D-260,F,2001,Dead,2002/03/26,,7.83,1.25,,B-511,D-260
H-314,,2000/12/02,M,R,E-751,R,2001,Dead,2001/12/31,,17.75,1.00,,,
B-007,,2000/12/03,M,S,E-995,S,2001,Dead,2012/04/18,,15.91,11.33,,E-716,E-995
B-502,,2000/12/03,F,LL,D-994,F,2001,Removed,,2003/01/22,4.83,,2.08,B-900,D-994
H-320,,2000/12/03,M,F,F-046,rs,2001,Removed,,2003/01/21,14.83,,2.08,,
B-872,,2000/12/04,M,LL,A-138,F,2001,Removed,,2003/01/22,4.91,,2.08,F-372,A-138
D-733,,2000/12/04,M,R,F-169,R,2001,Removed,,2003/01/29,12.91,,2.08,F-134,A-536
B-424,,2000/12/04,M,F,D-164,HH,2001,Dead,2002/04/01,,6.66,1.33,,F-349,D-164
H-279,,2000/12/04,F,LL,A-520,rs,2001,Removed,,2003/01/21,4.75,,2.08,,
B-383,,2000/12/05,F,HH,F-132,HH,2001,Removed,,2003/01/23,12.91,,2.08,B-878,F-132
B-791,,2000/12/05,M,F,D-163,F,2001,Dead,2002/02/05,,6.91,1.16,,C-247,D-163
A-932,,2000/12/05,M,KK,C-292,KK,2001,Removed,,2003/01/28,4.83,,2.08,F-288,C-292
D-982,,2000/12/05,M,R,F-227,R,2001,Removed,,2003/02/04,11.91,,2.16,B-390,
C-382,,2000/12/05,F,BB,E-614,BB,2001,Removed,,2003/01/23,20.91,,2.08,B-961,E-614
H-328,,2000/12/05,M,CC,F-140,dm,2001,DEAD,2001/12/31,,13.00,1.00,,,
H-339,,2000/12/05,F,JJ,F-208,JJ,2001,Removed,,2002/02/06,11.91,,1.16,,
H-347,,2000/12/05,M,F,F-269,rs,2001,Removed,,2003/01/21,10.66,,2.08,,
H-322,,2000/12/05,F,R,F-069,dm,2001,DEAD,2001/12/31,,13.91,1.00,,,
F-479,,2000/12/06,M,S,F-315,rs,2001,Removed,,2003/01/29,9.91,,2.08,,
B-911,,2000/12/06,M,F,F-296,F,2001,Dead,2002/03/14,,9.91,1.25,,E-719,F-296
C-697,,2000/12/06,F,F,E-014,F,2001,Removed,,2003/01/22,6.00,,2.08,D-970,E-014
H-306,,2000/12/06,F,DD,D-620,DD,2001,Removed,,2002/03/15,6.83,,1.25,,
C-678,,2000/12/07,F,F,B-818,F,2001,Dead,2014/09/02,,7.91,13.75,,B-053,B-818
A-166,,2000/12/07,M,F,F-186,KK,2001,Removed,,2003/01/22,12.00,,2.08,A-040,F-186
A-471,,2000/12/07,F,CC,B-778,CC,2001,Removed,,2003/01/23,8.00,,2.08,D-971,B-778
H-365,,2000/12/07,F,DD,F-374,rs,2001,Removed,,2002/02/08,9.00,,1.16,,
H-289,,2000/12/07,F,F,B-818,F,2001,Dead,2001/06/07,,7.91,0.50,,,
H-340,,2000/12/07,M,F,F-210,rs,2001,Removed,,2003/01/21,11.75,,2.08,,
H-355,,2000/12/07,M,GG,F-322,GG,2001,Removed,,,9.91,,,,
B-975,,2000/12/08,F,F,B-818,F,2001,Removed,,2003/01/22,7.91,,2.08,F-137,C-817
B-809,,2000/12/08,F,F,F-044,F,2001,Removed,,2003/02/11,14.83,,2.16,F-101,F-044
A-127,,2000/12/08,M,F,F-019,F,2001,Removed,,2003/01/22,15.58,,2.08,D-703,F-019
B-462,,2000/12/08,F,HH,F-285,HH,2001,Removed,,2016/12/13,9.91,,16.00,D-970,F-285
A-989,,2000/12/08,F,KK,C-769,KK,2001,Dead,2017/10/19,,8.08,16.83,,F-312,C-769
H-278,,2000/12/08,F,BB/CC,A-498,BB/CC,2001,Dead,2000/12/28,,5.91,0.00,,,
A-453,,2000/12/09,M,BB,F-125,BB,2001,Removed,,2003/01/28,12.91,,2.08,B-471,F-125
A-894,,2000/12/09,M,R,B-431,R,2001,Removed,,2003/01/30,7.91,,2.08,F-017,B-431
E-024,,2000/12/09,F,R,C-833,R,2001,Dead,2004/12/09,,6.91,4.00,,F-332,C-833
B-974,,2000/12/09,M,KK,A-133,KK,2001,Removed,,2003/01/28,8.75,,2.08,F-325,A-133
D-631,,2000/12/10,M,EE,A-175,EE,2001,Dead,2002/03/20,,4.83,1.25,,B-372,A-175
C-824,,2000/12/10,F,R,B-392,R,2001,Removed,,2003/01/29,6.91,,2.08,F-233,B-392
B-954,,2000/12/11,F,CC,B-509,CC,2001,Removed,,2003/01/23,8.08,,2.08,C-372,B-509
C-760,,2000/12/11,F,F,B-510,F,2001,In CS,,,7.83,,,D-639,B-510
H-304,,2000/12/11,F,F,D-574,dm,2001,DEAD,2001/12/03,,7.91,1.00,,,
H-331,,2000/12/11,M,II,F-158,II,2001,Removed,,,12.83,,,,
H-346,,2000/12/12,M,R,F-265,dm,2001,DEAD,2001/12/31,,10.91,1.00,,,
C-363,,2000/12/13,F,KK,B-472,KK,2001,Dead,2004/07/13,,6.00,3.58,,F-254,B-472
H-341,,2000/12/13,F,R,F-215,dm,2001,DEAD,2001/12/31,,11.91,1.00,,,
H-362,,2000/12/13,M,GG,F-360,GG,2001,Removed,,2002/03/15,9.00,,1.25,,
H-272,,2000/12/13,M,II,A-076,II,2001,Removed,,,8.75,,,,
E-003,,2000/12/14,M,R,F-278,F,2001,Removed,,2016/10/20,11.00,,15.83,D-240,F-278
D-231,,2000/12/14,M,R,E-099,R,2001,Removed,,2003/01/24,7.91,,2.08,F-336,E-099
C-739,,2000/12/14,F,F,C-750,F,2001,Removed,,2003/02/11,5.66,,2.16,F-372,C-750
A-070,,2000/12/14,F,F,F-339,F,2001,Removed,,2003/01/28,9.00,,2.08,D-638,F-339
A-604,,2000/12/14,F,R,B-435,R,2001,Removed,,2003/01/24,4.91,,2.08,F-032,B-435
H-342,,2000/12/14,F,V,F-229,du,2001,DEAD,2002/02/20,,11.83,1.16,,,
H-293,,2000/12/15,M,GG,C-248,GG,2001,Removed,,2002/03/15,7.91,,1.25,,
H-349,,2000/12/15,M,KK,F-283,dm,2001,DEAD,2001/12/31,,9.83,1.00,,,
C-696,,2000/12/16,M,BB,F-301,BB,2001,Removed,,2003/02/04,10.00,,2.16,A-976,F-301
H-344,,2000/12/16,F,S,F-251,dm,2001,DEAD,2001/12/31,,10.75,1.00,,,
E-177,,2000/12/17,M,F,D-973,F,2001,Removed,,2003/01/22,5.91,,2.08,F-182,D-973
D-651,,2000/12/17,M,R,C-311,R,2001,Removed,,2003/02/04,8.00,,2.16,F-108,C-311
B-359,,2000/12/17,M,F,C-748,F,2001,Removed,,2003/01/22,7.66,,2.08,C-247,C-748
C-759,,2000/12/17,F,CC,C-232,CC,2001,Removed,,2003/02/04,5.00,,2.16,C-687,C-232
C-383,,2000/12/17,F,F,C-337,F,2001,Removed,,2003/03/05,4.00,,2.25,F-049,C-337
C-281,,2000/12/17,F,F,C-684,F,2001,In CS,,,7.91,,,E-681,C-684
H-359,,2000/12/17,M,JJ,F-352,JJ,2001,Dead,2000/12/31,,8.91,0.00,,,
H-318,,2000/12/17,F,J,F-027,du,2001,DEAD,2001/10/11,,14.91,0.83,,,
H-310,,2000/12/17,F,S,E-682,dm,2001,DEAD,2001/12/31,,18.83,1.00,,,
H-337,,2000/12/17,M,F,F-187,rs,2001,Removed,,2003/01/21,11.83,,2.08,,
H-298,,2000/12/17,M,F,D-124,rs,2001,Removed,,2002/01/31,4.91,,1.08,,
H-336,,2000/12/17,M,F,F-181,rs,2001,Removed,,2002/03/06,11.75,,1.25,,
E-071,,2000/12/18,M,V,A-496,HH,2001,Removed,,2016/10/21,7.91,,15.83,F-272,A-496
B-792,,2000/12/18,M,V,F-022,V,2001,Removed,,2003/01/23,15.75,,2.08,B-323,F-022
A-585,,2000/12/18,M,F,A-020,F,2001,Removed,,2003/01/22,7.50,,2.08,B-511,A-020
C-301,,2000/12/18,F,BB,F-356,BB,2001,Removed,,2003/02/02,9.00,,2.16,D-971,F-356
H-332,,2000/12/18,M,F,F-162,L,2001,Removed,,2002/01/30,12.83,,1.08,,
H-283,,2000/12/18,F,LL,B-052,F,2001,Dead,2001/12/31,,7.91,1.00,,,
C-845,,2000/12/19,F,F,E-164,F,2001,Removed,,2003/01/30,8.00,,2.08,F-340,E-164
D-175,,2000/12/19,F,BB,D-721,BB,2001,Removed,,2003/02/06,8.08,,2.16,E-744,D-721
A-014,,2000/12/20,F,F,C-713,F,2001,Removed,,2003/01/22,4.00,,2.08,A-881,C-713
H-271,,2000/12/20,F,F,A-005,rs,2001,Removed,,2002/01/29,4.83,,1.08,,
H-307,,2000/12/20,F,R,D-990,dm,2001,DEAD,2001/12/31,,8.00,1.00,,,
H-321,,2000/12/21,F,R,F-066,R,2001,Dead,2001/02/07,,13.83,0.16,,,
A-565,,2000/12/22,M,R,D-222,R,2001,Removed,,2005/12/22,6.00,,5.00,F-336,D-222
A-913,,2000/12/22,M,R,B-346,R,2001,Dead,2010/03/16,,8.91,9.25,,F-233,B-346
E-156,,2000/12/23,M,HH,D-262,BB,2001,Removed,,2004/02/04,7.00,,3.16,A-040,D-262
H-327,,2000/12/24,M,R,F-126,du,2001,DEAD,2001/11/08,,12.91,0.91,,,
C-677,,2000/12/25,M,BB,B-450,BB,2001,Removed,,2003/01/28,8.00,,2.08,D-285,B-450
B-830,,2000/12/25,F,F,F-270,F,2001,Removed,,2010/03/10,10.91,,9.25,E-767,F-270
C-738,,2000/12/25,M,CC,F-252,CC,2001,Removed,,2003/01/23,10.83,,2.08,B-961,F-252
C-402,,2000/12/25,M,BB,B-470,BB,2001,Removed,,2003/01/23,7.91,,2.08,F-266,B-470
H-338,,2000/12/25,F,R,F-207,dm,2001,DEAD,2001/12/31,,11.83,1.00,,,
H-350,,2000/12/25,F,II,F-287,II,2001,Removed,,,9.83,,,,
H-313,,2000/12/25,M,DD,E-746,DD,2001,Removed,,2002/03/15,17.91,,1.25,,
C-804,,2000/12/26,F,BB,E-080,BB,2001,Removed,,2003/01/28,6.91,,2.08,C-685,E-080
B-335,,2000/12/26,M,F,F-377,F,2001,Removed,,2003/01/22,9.00,,2.08,C-352,F-377
B-404,,2000/12/26,M,V,F-099,V,2001,Removed,,2003/01/23,13.91,,2.08,F-335,F-099
B-425,,2000/12/26,M,F,D-286,F,2001,Dead,2012/09/28,,6.83,11.75,,C-247,D-286
D-174,,2000/12/26,M,R,E-754,F,2001,Dead,2007/08/08,,16.58,6.66,,,E-754
A-509,,2000/12/26,M,F,A-591,F,2001,Removed,,2003/01/22,8.66,,2.08,F-292,A-591
H-276,,2000/12/26,M,R,A-482,R,2001,DEAD,2001/05/29,,3.91,0.41,,,
H-360,,2000/12/26,M,R,F-353,dm,2001,DEAD,2001/12/31,,8.91,1.00,,,
D-133,,2000/12/27,M,R,E-079,R,2001,Missing,,,7.91,,,F-108,E-079
B-892,,2000/12/27,F,F,C-350,F,2001,Removed,,2003/02/27,7.83,,2.16,E-692,C-350
H-309,,2000/12/27,M,R,E-079,dm,2001,DEAD,2001/12/31,,7.91,1.00,,,
D-273,,2000/12/28,F,F,D-722,F,2001,Removed,,2003/01/28,7.08,,2.08,F-182,D-722
B-483,,2000/12/28,F,R,F-052,R,2001,In CS,,,14.91,,,F-032,F-052
H-317,,2000/12/29,U,F,F-020,F,2001,Dead,2001/01/17,,15.83,0.08,,,
B-482,,2000/12/30,M,F,F-119,F,2001,Removed,,2003/01/22,13.91,,2.08,F-055,F-119
B-443,,2000/12/31,F,HH,F-297,HH,2001,Dead,2012/05/01,,10.08,11.41,,F-182,F-297
H-273,,2000/12/31,M,F,A-079,rs,2001,Removed,,2002/02/22,5.91,,1.16,,
H-351,,2000/12/31,F,EE,F-290,EE,2001,Removed,,,10.00,,,,
A-529,,2001/01/01,M,F,F-305,F,2001,Removed,,2003/01/22,,,2.00,B-511,F-305
C-424,,2001/01/01,F,F,D-684,F,2001,Removed,,2003/01/22,6.00,,2.00,A-479,D-684
D-608,,2001/01/01,M,R,F-303,R,2001,Dead,2002/04/04,,,1.25,,A-571,F-303
B-933,,2001/01/01,M,F,F-364,F,2001,Removed,,2003/01/22,,,2.00,C-247,F-364
J-770,,2001/01/01,F,H,F-235,du,2001,DEAD,2001/01/23,,10.91,0.00,,,
H-353,,2001/01/01,M,R,F-303,dm,2001,DEAD,2001/12/31,,10.00,0.91,,,
H-343,,2001/01/01,F,H,F-235,du,2001,DEAD,2001/01/07,,10.91,0.00,,,
A-089,,2001/01/02,F,F,F-198,F,2001,Removed,,2003/02/27,11.75,,2.08,C-352,F-198
B-358,,2001/01/02,M,F,F-048,F,2001,Removed,,2003/01/22,15.00,,2.00,D-703,F-048
A-108,,2001/01/02,F,F,E-677,F,2001,Removed,,2003/02/27,19.58,,2.08,F-284,E-677
H-357,,2001/01/02,M,F,F-338,rs,2001,Removed,,2003/01/21,9.08,,2.00,,
H-352,,2001/01/02,M,R,F-302,du,2001,DEAD,2001/07/10,,9.91,0.50,,,
H-302,,2001/01/05,F,H,D-225,du,2001,DEAD,2001/02/21,,4.08,0.08,,,
H-325,,2001/01/05,F,DD,F-114,DD,2001,Removed,,2002/02/08,14.08,,1.08,,
D-712,,2001/01/06,F,R,A-536,R,2001,Removed,,2003/01/29,6.91,,2.00,F-349,F-169
D-194,,2001/01/06,M,S,F-249,S,2001,Dead,2002/03/11,,10.91,1.16,,F-244,F-249
D-547,,2001/01/07,F,R,A-064,R,2001,Removed,,2003/01/29,4.08,,2.00,F-358,A-064
H-361,,2001/01/07,F,DD,F-359,DD,2001,Removed,,2002/02/08,8.83,,1.08,,
B-444,,2001/01/09,F,HH,D-555,HH,2001,Removed,,2003/02/05,6.91,,2.08,D-285,D-555
A-147,,2001/01/09,M,F,F-343,F,2001,Removed,,2003/01/22,9.08,,2.00,A-881,F-343
H-363,,2001/01/09,M,GG,K-914,GG,2001,Removed,,2002/03/15,9.00,,1.16,,
H-358,,2001/01/09,U,F,F-341,F,2001,DEAD,2001/01/15,,9.00,0.00,,,
B-463,,2001/01/11,M,F,F-234,F,2001,Removed,,2003/01/28,10.91,,2.00,D-285,F-234
B-852,,2001/01/16,M,F,E-763,F,2001,In CS,,,16.91,,,F-055,E-763
E-134,,2001/01/17,F,HH,E-743,HH,2001,Dead,2004/01/20,,17.91,3.00,,F-143,E-743
F-398,,2001/01/17,M,F,C-410,rs,2001,Removed,,2003/02/06,8.16,,2.08,,
C-343,,2001/01/17,F,BB,A-459,BB,2001,Removed,,2003/02/12,7.00,,2.08,D-971,A-459
B-871,,2001/01/17,M,BB,B-348,BB,2001,Removed,,2003/01/23,5.83,,2.00,B-471,B-348
B-891,,2001/01/17,M,BB,F-086,BB,2001,Removed,,2003/01/29,13.91,,2.00,A-976,F-086
C-240,,2001/01/17,F,CC,D-576,CC,2001,Removed,,2003/01/23,7.00,,2.00,F-248,D-576
B-910,,2001/01/17,F,BB,F-293,BB,2001,Removed,,2003/01/28,10.08,,2.00,E-692,F-293
C-864,,2001/01/17,F,BB,E-658,BB,2001,Removed,,2003/02/20,19.91,,2.08,D-285,E-658
B-831,,2001/01/17,F,F,F-175,F,2001,Dead,2001/07/11,,12.00,0.50,,F-218,F-175
H-316,,2001/01/17,M,HH,E-992,dm,2001,DEAD,2001/12/31,,15.91,0.91,,,
H-285,,2001/01/17,U,R,B-370,du,2001,DEAD,2001/06/07,,8.00,0.41,,,
C-863,,2001/01/18,F,R,E-666,R,2001,In CS,,,19.75,,,F-129,E-666
A-624,,2001/01/19,M,R,F-331,R,2001,Dead,2002/03/01,,10.00,1.16,,F-332,F-331
B-065,,2001/01/21,M,F,A-959,F,2001,Removed,,2003/02/11,8.00,,2.08,F-055,A-959
A-052,,2001/01/21,M,F,F-038,F,2001,Removed,,2003/01/22,14.75,,2.00,F-284,F-038
H-354,,2001/01/21,M,LL,F-305,rs,2001,Removed,,2003/01/21,10.16,,2.00,,
H-330,,2001/01/21,M,LL,F-148,rs,2001,Removed,,2002/01/29,13.00,,1.00,,
H-323,,2001/01/21,F,DD,F-093,DD,2001,Removed,,2002/03/15,14.00,,1.16,,
H-305,,2001/01/21,M,GG,D-598,GG,2001,Removed,,2002/03/15,7.16,,1.16,,
H-274,,2001/01/22,F,II,A-095,II,2001,Removed,,,8.83,,,,
C-719,,2001/01/24,F,KK,F-351,KK,2001,Dead,2011/02/16,,8.91,10.08,,B-961,F-351
H-335,,2001/01/24,M,F,F-177,rs,2001,Removed,,2003/01/21,11.91,,2.00,,
H-311,,2001/01/25,M,BB,E-693,dm,2001,DEAD,2001/12/31,,19.00,0.91,,,
H-324,,2001/01/28,M,V,F-102,du,2001,DEAD,2002/02/01,,14.00,1.08,,,
H-286,,2001/01/29,F,GG,B-414,GG,2001,Removed,,,6.00,,,,
H-329,,2001/01/29,M,DD,F-145,DD,2001,Removed,,2002/03/15,12.83,,1.16,,
B-523,,2001/02/04,M,S,B-326,S,2001,Removed,,2003/02/04,5.16,,2.00,D-240,B-326
H-282,,2001/02/04,M,R,B-031,dm,2001,DEAD,2001/12/31,,8.83,0.83,,,
H-356,,2001/02/04,M,F,F-329,F,2001,Dead,2001/12/31,,10.16,0.83,,,
H-303,,2001/02/04,F,II,D-534,II,2001,Removed,,2002/01/24,8.00,,0.91,,
H-284,,2001/02/09,M,F,B-325,F,2001,Stillbirth,2001/02/09,,6.08,0.00,,,
A-184,,2001/02/11,M,F,F-039,F,2001,Removed,,2003/02/06,15.08,,2.00,F-101,F-039
H-290,,2001/02/12,U,K,B-883,du,2001,DEAD,2001/03/13,,5.00,0.08,,,
C-844,,2001/02/13,M,S,F-123,S,2001,Removed,,2003/01/29,13.16,,1.91,D-240,F-123
D-212,,2001/02/13,M,S,F-202,S,2001,Dead,2002/02/20,,12.08,1.00,,F-244,F-202
C-803,,2001/02/18,F,CC,F-065,CC,2001,Removed,,2003/01/28,14.00,,1.91,E-744,F-065
C-825,,2001/02/18,M,BB,F-073,BB,2001,Removed,,2003/01/23,14.08,,1.91,E-692,F-073
C-280,,2001/02/22,M,BB,F-138,BB,2001,Dead,2002/02/27,,13.00,1.00,,E-744,F-138
E-092,,2001/03/05,F,F,F-117,KK,2001,Removed,,2003/01/22,14.08,,1.83,B-511,F-117
C-783,,2001/03/06,M,HH,F-214,HH,2001,Missing,,,12.16,,,,F-214
H-277,,2001/03/06,M,II,A-497,II,2001,Removed,,,7.25,,,,
H-345,,2001/03/14,F,F,F-260,rs,2001,Removed,,2003/01/21,11.16,,1.83,,
A-033,,2001/03/20,F,F,A-901,HH,2001,Dead,2009/02/12,,7.16,7.91,,D-285,A-901
B-025,,2001/03/20,F,S,B-817,S,2001,Removed,,2003/01/30,8.25,,1.83,F-035,B-817
C-403,,2001/03/20,M,V,A-502,R,2001,Dead,2009/08/13,,4.16,8.41,,F-006,A-502
B-932,,2001/03/20,F,CC,F-361,CC,2001,Removed,,2003/01/31,9.16,,1.83,A-518,F-361
D-154,,2001/03/20,M,KK,F-261,KK,2001,Removed,,2003/01/30,11.16,,1.83,F-349,F-261
C-241,,2001/03/20,M,F,C-354,HH,2001,Removed,,2016/10/20,5.08,,15.58,E-988,C-354
H-308,,2001/03/20,U,F,D-995,F,2001,DEAD,,,4.16,,,,
H-364,,2001/03/20,M,F,F-364,rs,2001,Removed,,2003/01/21,9.16,,1.83,,
H-348,,2001/03/20,M,H,F-281,du,2001,DEAD,2001/05/09,,11.16,0.16,,,
H-280,,2001/03/20,F,F,A-885,rs,2001,Removed,,2003/01/21,5.08,,1.83,,
B-955,,2001/05/07,M,F,D-661,F,2001,Removed,,2003/01/22,7.08,,1.66,E-690,D-661
H-388,,2001/09/18,M,R,B-514,R,2002,Dead,2001/09/18,,5.66,0.00,,,
H-419,,2001/10/08,U,F,E-014,F,2002,Dead,2001/10/08,,6.83,0.00,,,
H-409,,2001/10/11,M,DD,D-264,DD,2002,Dead,2001/10/14,,5.66,0.00,,,
H-380,,2001/10/19,F,E,A-884,rs,2002,Removed,,2002/02/22,6.66,,0.33,,
H-482,,2001/10/19,F,D,F-366,rs,2002,Removed,,2002/02/27,9.75,,0.33,,
H-382,,2001/10/22,U,BB,B-038,BB,2002,Dead,2001/10/22,,4.75,0.00,,,
B-524,,2001/10/23,M,R,F-327,R,2002,Removed,,2004/01/21,10.50,,2.25,B-390,F-327
B-426,,2001/10/23,M,R,E-745,R,2002,Removed,,2004/01/27,18.75,,2.25,F-358,E-745
E-050,,2001/10/23,M,S,F-367,V,2002,In CS,,,9.83,,,A-571,F-367
A-109,,2001/10/23,F,CC,C-230,CC,2002,Removed,,2004/03/03,6.75,,2.41,C-687,C-230
A-933,,2001/10/27,M,S,F-030,F,2002,Dead,2019/09/04,,15.58,17.91,,A-571,F-030
H-450,,2001/10/27,M,F,F-149,rs,2002,Removed,,2002/03/05,13.66,,0.41,,
D-695,,2001/10/28,M,F,F-269,F,2002,Removed,,2004/02/12,11.50,,2.33,E-988,F-269
B-976,,2001/10/28,F,CC,C-289,CC,2002,Removed,,2004/02/25,8.75,,2.33,C-355,C-289
H-445,,2001/10/28,F,F,F-120,rs,2002,Removed,,2002/03/05,14.50,,0.41,,
A-490,,2001/10/29,M,BB,A-498,BB,2002,Removed,,2004/03/02,6.75,,2.41,D-971,A-498
A-110,,2001/10/29,F,R,B-324,R,2002,Removed,,2004/02/12,6.83,,2.33,D-535,B-324
H-433,,2001/10/29,U,S,F-029,S,2002,Dead,2001/10/29,,15.66,0.00,,,
H-391,,2001/10/30,F,D,B-919,rs,2002,Removed,,2002/02/27,8.75,,0.33,,
B-811,,2001/11/01,M,R,F-299,R,2002,Removed,,2004/01/23,10.75,,2.16,F-358,F-299
H-427,,2001/11/02,M,V,E-718,V,2002,Dead,2001/11/16,,19.66,0.00,,,
B-873,,2001/11/03,M,R,D-242,R,2002,Removed,,2004/01/27,6.75,,2.16,B-390,
C-805,,2001/11/03,F,KK,B-412,KK,2002,Removed,,2004/01/21,8.91,,2.16,E-692,B-412
A-149,,2001/11/03,F,KK,A-058,KK,2002,Removed,,2004/01/21,8.83,,2.16,D-102,A-058
C-282,,2001/11/03,F,KK,A-610,KK,2002,Removed,,2004/01/21,9.66,,2.16,D-102,A-610
A-128,,2001/11/03,M,BB,C-856,BB,2002,Removed,,2004/02/24,5.83,,2.25,F-248,C-856
B-934,,2001/11/03,F,CC,C-335,CC,2002,Removed,,2004/01/27,5.83,,2.16,C-355,C-335
C-826,,2001/11/04,M,R,F-142,R,2002,Dead,2003/02/22,,13.75,1.25,,B-390,F-142
E-004,,2001/11/05,M,F,F-304,V,2002,Dead,2012/10/01,,10.66,10.91,,F-292,F-304
H-407,,2001/11/05,F,BB,D-246,BB,2002,DEAD,2002/06/12,,4.83,0.58,,,
H-367,,2001/11/05,F,L,A-001,rs,2002,Removed,,2002/02/22,8.83,,0.25,,
A-567,,2001/11/06,F,HH,A-495,HH,2002,Removed,,2016/12/13,9.83,,15.08,F-316,A-495
A-034,,2001/11/06,F,V,F-317,V,2002,Dead,2014/12/01,,10.83,13.08,,F-324,F-317
H-435,,2001/11/06,M,E,F-036,rs,2002,Removed,,2002/02/22,15.83,,0.25,,
H-473,,2001/11/06,F,D,F-310,rs,2002,Removed,,2002/02/08,10.66,,0.25,,
A-016,,2001/11/07,M,S,B-452,S,2002,Removed,,2004/01/30,6.83,,2.16,A-571,B-452
B-385,,2001/11/08,M,R,D-686,R,2002,Removed,,2004/01/28,5.91,,2.16,B-390,D-686
